着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,厩舎,馬体重,race_id,日付,距離,馬場種類,馬場状態
14,7,14,カシノチーマ,牡4,56.0,山崎良,1:16.3,1/2,16,999.9,39.1,大井三坂盛雄,440(+3),202244012501,2022/01/25,1200,ダ,良
15,2,3,ロイヤルスピーダー,牡5,56.0,江里口裕,1:16.7,2,6,31.1,38.6,大井三坂盛雄,535(-5),202244012501,2022/01/25,1200,ダ,良
16,7,13,フラウリーノ,牝5,54.0,本田正重,1:17.1,2,5,23.8,40.4,大井橋本和馬,487(-1),202244012501,2022/01/25,1200,ダ,良
1,3,4,ネオアビー,牝4,54.0,本橋孝太,1:28.8,,1,2.5,37.6,大井立花伸,460(-8),202244012502,2022/01/25,1400,ダ,良
2,4,5,フローラルピース,牝5,53.0,☆池谷匠翔,1:29.4,3,4,17.2,37.9,大井渡辺和雄,439(-4),202244012502,2022/01/25,1400,ダ,良
3,5,8,エミーブリッツ,牝4,54.0,岡村健司,1:30.1,3.1/2,5,22.1,39.2,大井月岡健二,422(+4),202244012502,2022/01/25,1400,ダ,良
4,3,3,コスモヴィテス,牡4,56.0,遠藤健太,1:30.4,1.1/2,10,92.7,38.3,大井佐々木忠,447(-1),202244012502,2022/01/25,1400,ダ,良
5,8,13,ブルースハイウェイ,牝6,54.0,矢野貴之,1:30.4,クビ,2,2.7,39.6,大井辻野豊,496(+8),202244012502,2022/01/25,1400,ダ,良
6,7,12,ハービンクレア,牝4,54.0,安藤洋一,1:30.6,1,9,74.1,39.2,大井村上頼章,413(0),202244012502,2022/01/25,1400,ダ,良
7,1,1,アセットエース,牡4,56.0,藤本現暉,1:30.6,クビ,11,151.2,38.5,大井蛯名雄太,410(-6),202244012502,2022/01/25,1400,ダ,良
8,2,2,ウインレヴェランス,牡4,56.0,的場文男,1:30.8,1,7,37.5,38.9,大井赤嶺本浩,518(-7),202244012502,2022/01/25,1400,ダ,良
9,6,9,カシマゲッコウ,牡4,56.0,横川怜央,1:30.8,クビ,12,154.9,38.5,大井澤佳宏,481(+3),202244012502,2022/01/25,1400,ダ,良
10,6,10,クリスタルニキータ,牝6,51.0,▲菅原涼太,1:30.8,ハナ,3,3.8,40.2,大井田中正人,462(+3),202244012502,2022/01/25,1400,ダ,良
11,8,14,ネイティブ,牝4,54.0,加藤和博,1:31.0,1.1/4,13,535.8,39.1,大井堀江仁,445(0),202244012502,2022/01/25,1400,ダ,良
12,5,7,メイショウサロベツ,牡4,56.0,達城龍次,1:31.0,アタマ,8,40.3,38.9,大井朝倉実,504(-2),202244012502,2022/01/25,1400,ダ,良
13,7,11,トーセンケイト,牝4,54.0,江里口裕,1:31.1,クビ,14,702.6,39.3,大井佐々木忠,458(-1),202244012502,2022/01/25,1400,ダ,良
14,4,6,ヤマニンフォルツァ,牡7,56.0,松崎正泰,1:31.1,アタマ,6,29.7,39.2,大井渡部則夫,542(-1),202244012502,2022/01/25,1400,ダ,良
1,5,7,ゴールドレッグス,セ4,56.0,笹川翼,1:44.1,,1,2.1,39.2,大井田中正人,513(+13),202244012503,2022/01/25,1600,ダ,良
2,5,8,ショウナンパワフル,牡4,56.0,森泰斗,1:44.2,1/2,2,2.3,39.6,大井荒山勝徳,522(+6),202244012503,2022/01/25,1600,ダ,良
3,7,12,ナンセイスピード,牡5,56.0,岡村健司,1:45.6,7,5,45.3,40.7,大井村上頼章,485(+12),202244012503,2022/01/25,1600,ダ,良
4,4,6,ウインキエスト,牝5,51.0,▲菅原涼太,1:46.4,4,4,8.4,40.9,大井堀千亜樹,476(+4),202244012503,2022/01/25,1600,ダ,良
5,6,9,ハルノマリーナ,牝5,54.0,櫻井光輔,1:46.4,ハナ,7,61.1,41.8,大井遠藤茂,487(+1),202244012503,2022/01/25,1600,ダ,良
6,4,5,クインズユーカリ,牝4,54.0,今野忠成,1:46.6,1.1/4,8,145.7,41.0,大井立花貢,481(+4),202244012503,2022/01/25,1600,ダ,良
7,8,14,リュクスエンヴィ,牝4,54.0,藤田凌,1:46.7,1/2,3,6.2,40.8,大井堀千亜樹,492(+16),202244012503,2022/01/25,1600,ダ,良
8,3,4,フェリスウイング,牝5,54.0,川島正太,1:46.8,1/2,11,362.4,40.1,大井月岡健二,462(+3),202244012503,2022/01/25,1600,ダ,良
9,2,2,クニノキセキ,セ4,56.0,本田正重,1:46.9,1/2,9,161.5,41.1,大井渡辺和雄,469(-7),202244012503,2022/01/25,1600,ダ,良
10,3,3,ディープシーブルー,牡5,56.0,遠藤健太,1:47.3,2,10,235.9,41.7,大井遠藤茂,448(+2),202244012503,2022/01/25,1600,ダ,良
11,6,10,エムケイゴールド,牡4,56.0,石川駿介,1:47.6,1.1/2,13,664.9,41.3,大井朝倉実,435(-25),202244012503,2022/01/25,1600,ダ,良
12,1,1,ルナシーナ,牝5,54.0,東原悠善,1:48.4,4,6,56.3,43.7,大井岡野尚光,461(-2),202244012503,2022/01/25,1600,ダ,良
13,8,13,プラチナマジック,牡6,56.0,千田洋,1:48.4,アタマ,12,444.5,43.1,大井村上頼章,484(+2),202244012503,2022/01/25,1600,ダ,良
14,7,11,ジョウショーキウン,牡4,56.0,福原杏,1:48.9,2.1/2,14,993.3,42.6,大井高岩孝敏,424(+6),202244012503,2022/01/25,1600,ダ,良
1,6,10,アドゥシール,牝6,54.0,東原悠善,1:43.5,,3,5.3,39.5,大井井上弘之,462(+4),202244012504,2022/01/25,1600,ダ,良
2,6,9,バイーア,セ7,56.0,的場文男,1:43.9,2,2,3.8,41.2,大井赤嶺亮,492(-5),202244012504,2022/01/25,1600,ダ,良
3,2,2,シングンスパーク,牡6,56.0,安藤洋一,1:43.9,ハナ,5,11.6,39.7,大井三坂盛雄,455(0),202244012504,2022/01/25,1600,ダ,良
4,8,13,ロイヤルアフェア,セ7,56.0,達城龍次,1:44.1,3/4,4,6.6,41.4,大井荒井朋弘,499(+2),202244012504,2022/01/25,1600,ダ,良
5,1,1,ミツカネジュピター,牡4,56.0,矢野貴之,1:44.6,2.1/2,1,2.1,41.9,大井松浦裕之,501(-11),202244012504,2022/01/25,1600,ダ,良
6,3,4,フィニステラ,牡4,56.0,岡村健司,1:44.7,1/2,11,169.8,40.0,大井井上弘之,461(-10),202244012504,2022/01/25,1600,ダ,良
7,7,12,イルフェソレイユ,牝6,54.0,千田洋,1:44.8,3/4,9,99.6,40.1,大井納谷和玖,424(0),202244012504,2022/01/25,1600,ダ,良
8,5,8,ケイアイイモーテル,牡4,56.0,本田正重,1:44.9,1/2,6,29.9,40.8,大井佐宗応和,460(+1),202244012504,2022/01/25,1600,ダ,良
9,8,14,ガニュメデスレイ,牡5,53.0,▲木間塚龍,1:45.0,クビ,8,61.1,40.1,大井渡辺和雄,421(-3),202244012504,2022/01/25,1600,ダ,良
10,7,11,マリーナフレイバー,牝4,54.0,瀬川将輝,1:45.5,2.1/2,13,720.5,40.4,大井月岡健二,407(-5),202244012504,2022/01/25,1600,ダ,良
11,5,7,ディーズマヌーバー,牝6,54.0,藤本現暉,1:45.5,クビ,12,282.6,40.3,大井赤嶺本浩,457(+2),202244012504,2022/01/25,1600,ダ,良
12,3,3,チェインドレディー,牝6,54.0,吉井章,1:45.7,1,7,47.8,42.0,大井松浦裕之,424(+2),202244012504,2022/01/25,1600,ダ,良
13,4,5,ゴールデンファラオ,牡4,53.0,▲菅原涼太,1:46.5,4,10,124.7,42.0,大井小野寺晋,436(-2),202244012504,2022/01/25,1600,ダ,良
14,4,6,ガンバルベルシャ,牝4,54.0,遠藤健太,1:49.4,大,14,999.9,43.6,大井宮浦正行,463(+2),202244012504,2022/01/25,1600,ダ,良
1,8,14,エドノテーラー,牝5,53.0,☆池谷匠翔,1:15.1,,5,13.9,38.6,大井渡辺和雄,467(+10),202244012505,2022/01/25,1200,ダ,良
2,7,11,アイコトバ,牝4,54.0,張田昂,1:15.1,クビ,2,4.7,38.7,福田真広,460(-9),202244012505,2022/01/25,1200,ダ,良
3,6,9,セイクリッドキング,セ6,56.0,和田譲治,1:15.3,1,1,2.1,38.6,大井赤嶺亮,524(+3),202244012505,2022/01/25,1200,ダ,良
4,4,6,ボーンブレジーヌ,牝5,54.0,酒井忍,1:16.0,3.1/2,7,16.7,39.0,大井須田和伸,462(+2),202244012505,2022/01/25,1200,ダ,良
5,2,2,ユメミルユメコ,牝5,54.0,藤田凌,1:16.0,クビ,6,14.2,37.9,高野毅,432(-9),202244012505,2022/01/25,1200,ダ,良
6,3,4,ビトエノスター,牡4,56.0,中村尚平,1:16.0,アタマ,11,343.9,38.0,大井久保田信,434(-2),202244012505,2022/01/25,1200,ダ,良
7,5,8,ベイビーシャーク,牡4,56.0,瀬川将輝,1:16.1,クビ,13,504.0,38.8,大井上杉昌宏,459(-8),202244012505,2022/01/25,1200,ダ,良
8,7,12,ボーフム,牡5,56.0,山崎良,1:16.3,1,4,8.4,38.2,大井橋本和馬,473(-3),202244012505,2022/01/25,1200,ダ,良
9,3,3,ゼロリスク,牡4,56.0,森泰斗,1:17.0,3.1/2,3,5.3,39.3,大井田中正人,481(-1),202244012505,2022/01/25,1200,ダ,良
10,4,5,ユーティリティ,牝4,54.0,東原悠善,1:17.0,アタマ,9,160.9,39.8,大井赤嶺本浩,459(+2),202244012505,2022/01/25,1200,ダ,良
11,8,13,ギャンブルレディ,牝4,54.0,千田洋,1:17.1,クビ,12,386.5,40.3,大井渡辺和雄,424(-6),202244012505,2022/01/25,1200,ダ,良
12,6,10,スモモモモモモモモ,牝4,54.0,町田直希,1:17.6,2.1/2,8,24.6,39.7,大井櫻木英喜,409(-3),202244012505,2022/01/25,1200,ダ,良
13,1,1,エイシンシッソウ,牝4,54.0,石川駿介,1:18.1,2.1/2,10,339.3,40.3,大井佐藤壽,460(+9),202244012505,2022/01/25,1200,ダ,良
14,5,7,ロゼヴィヴァーチェ,牝4,54.0,高橋昭平,1:18.3,3/4,14,999.9,41.3,大井佐藤壽,435(-4),202244012505,2022/01/25,1200,ダ,良
1,1,1,ベルジークザンダー,牡4,56.0,矢野貴之,1:43.1,,1,1.7,40.4,大井須田和伸,506(-5),202244012506,2022/01/25,1600,ダ,良
2,4,6,ヤマニンジャベリン,牡4,56.0,中村尚平,1:43.8,3.1/2,9,115.9,40.3,大井渡部則夫,541(-9),202244012506,2022/01/25,1600,ダ,良
3,7,12,フェスティヴグッド,牡4,56.0,本田正重,1:44.3,2.1/2,10,198.6,40.6,大井堀千亜樹,513(+2),202244012506,2022/01/25,1600,ダ,良
4,2,2,シントートラノスケ,セ4,56.0,張田昂,1:44.4,1/2,8,88.5,40.5,大井田中正人,432(-10),202244012506,2022/01/25,1600,ダ,良
5,7,11,カシマバルビ,牡5,56.0,安藤洋一,1:44.4,クビ,12,217.5,41.6,大井澤佳宏,469(-5),202244012506,2022/01/25,1600,ダ,良
6,5,8,フェアメーゲン,牝4,54.0,笹川翼,1:44.4,ハナ,3,9.9,41.3,大井大宮和也,435(-2),202244012506,2022/01/25,1600,ダ,良
7,3,3,マイネルカゲツ,牡6,56.0,的場文男,1:44.6,3/4,5,32.7,40.9,大井阪本一栄,459(-1),202244012506,2022/01/25,1600,ダ,良
8,3,4,ダノンヴェロシティ,牡4,56.0,和田譲治,1:44.9,1.1/2,2,2.4,42.2,大井宗形竹見,473(+3),202244012506,2022/01/25,1600,ダ,良
9,6,10,アンテレソン,牡6,56.0,岡村健司,1:45.4,2.1/2,4,14.3,41.6,大井荒井朋弘,546(-1),202244012506,2022/01/25,1600,ダ,良
10,5,7,クラッチシュート,牡4,56.0,松崎正泰,1:45.5,1/2,14,847.8,41.0,大井栗田泰昌,514(-3),202244012506,2022/01/25,1600,ダ,良
11,8,14,ポイントオブオナー,牡6,56.0,石川駿介,1:45.8,1.3/4,13,429.4,42.2,大井松浦裕之,473(+4),202244012506,2022/01/25,1600,ダ,良
12,4,5,フィッツカラルド,牡4,56.0,藤田凌,1:45.9,クビ,6,36.9,42.4,高野毅,518(+4),202244012506,2022/01/25,1600,ダ,良
13,8,13,サイレンスディガ,牝8,54.0,遠藤健太,1:46.1,3/4,11,210.6,42.8,大井遠藤茂,452(-5),202244012506,2022/01/25,1600,ダ,良
14,6,9,リュウールドレ,牝4,54.0,達城龍次,1:48.5,大,7,77.1,45.2,大井辻野豊,414(-13),202244012506,2022/01/25,1600,ダ,良
1,2,2,エスプリバナナ,牡5,56.0,藤田凌,1:14.7,,2,3.2,38.7,大井澤佳宏,489(+3),202244012507,2022/01/25,1200,ダ,良
2,4,5,フレンチバローズ,牡5,56.0,和田譲治,1:14.9,3/4,3,5.1,38.5,大井月岡健二,536(-3),202244012507,2022/01/25,1200,ダ,良
3,8,14,ロイヤルエピック,牡4,56.0,御神本訓,1:14.9,クビ,4,7.4,38.8,大井三坂盛雄,488(-2),202244012507,2022/01/25,1200,ダ,良
4,6,10,タイムアーツ,牡5,56.0,笹川翼,1:15.1,1,1,1.9,38.7,大井鈴木啓之,464(0),202244012507,2022/01/25,1200,ダ,良
5,5,7,リファーブル,牝4,54.0,千田洋,1:16.1,5,13,511.4,39.1,大井柏木一夫,406(+2),202244012507,2022/01/25,1200,ダ,良
6,3,4,サブノダンサー,牝6,54.0,藤本現暉,1:16.3,1,9,121.5,40.0,大井阪本一栄,399(-1),202244012507,2022/01/25,1200,ダ,良
7,7,11,フォルトゥナータ,牝4,54.0,江里口裕,1:16.4,1/2,10,175.1,39.8,大井高橋清顕,455(+6),202244012507,2022/01/25,1200,ダ,良
8,4,6,サドンスマイル,牡4,56.0,安藤洋一,1:16.4,クビ,6,64.0,39.0,大井三坂盛雄,486(-3),202244012507,2022/01/25,1200,ダ,良
9,3,3,ヤマショウリアン,牡4,53.0,▲菅原涼太,1:16.5,クビ,12,405.9,38.7,大井堀千亜樹,537(-3),202244012507,2022/01/25,1200,ダ,良
10,1,1,カフェリリー,牝4,54.0,吉井章,1:16.6,1/2,7,74.6,40.0,大井納谷和玖,480(-5),202244012507,2022/01/25,1200,ダ,良
11,6,9,トイボブ,牝4,54.0,横川怜央,1:16.8,3/4,11,362.1,39.7,大井赤嶺本浩,467(+1),202244012507,2022/01/25,1200,ダ,良
12,5,8,サクラブチャン,牝9,54.0,瀬川将輝,1:16.9,3/4,14,572.9,39.5,大井柏木一夫,435(-7),202244012507,2022/01/25,1200,ダ,良
13,7,12,オウケンビリュウ,牝4,54.0,今野忠成,1:17.0,クビ,8,101.0,39.2,大井蛯名雄太,434(+1),202244012507,2022/01/25,1200,ダ,良
14,8,13,ファーストペガサス,牡8,56.0,町田直希,1:17.1,3/4,5,21.3,40.7,大井蛯名雄太,470(+2),202244012507,2022/01/25,1200,ダ,良
1,7,12,ライトロング,牡5,56.0,安藤洋一,1:42.5,,12,142.3,38.8,市村誠,507(-7),202244012508,2022/01/25,1600,ダ,良
2,4,6,サルヴ,牝5,54.0,森泰斗,1:43.3,4,1,2.3,38.2,大井荒山勝徳,479(-2),202244012508,2022/01/25,1600,ダ,良
3,7,11,シタベッド,牡4,56.0,本橋孝太,1:43.5,1.1/4,10,81.8,39.8,大井立花伸,484(+7),202244012508,2022/01/25,1600,ダ,良
4,8,14,メリオダス,牡4,56.0,岡村健司,1:43.7,1.1/4,3,6.8,39.8,市村誠,511(+7),202244012508,2022/01/25,1600,ダ,良
5,4,5,ビューティーラブ,牝4,54.0,和田譲治,1:43.8,クビ,7,16.8,40.1,大井的場直之,482(+12),202244012508,2022/01/25,1600,ダ,良
6,3,3,ジオヴィグラス,牡4,56.0,藤本現暉,1:43.9,1/2,5,8.9,39.4,大井松浦裕之,469(-1),202244012508,2022/01/25,1600,ダ,良
7,6,10,アルジャントゥイユ,牡8,56.0,町田直希,1:44.3,2,14,325.4,38.9,大井小野寺晋,458(+6),202244012508,2022/01/25,1600,ダ,良
8,5,7,ボルンカズマ,牡6,56.0,御神本訓,1:44.4,1/2,2,4.1,39.9,大井森下淳平,485(-3),202244012508,2022/01/25,1600,ダ,良
9,2,2,キーチャンス,牡4,56.0,矢野貴之,1:44.4,クビ,6,16.2,39.5,大井栗田裕光,418(-7),202244012508,2022/01/25,1600,ダ,良
10,8,13,ネオボーゲン,牡5,56.0,今野忠成,1:44.5,3/4,11,135.3,40.0,大井蛯名雄太,427(0),202244012508,2022/01/25,1600,ダ,良
11,6,9,ザントブリッツ,牡5,56.0,保園翔也,1:44.6,1/2,9,71.7,38.8,大井堀千亜樹,532(-4),202244012508,2022/01/25,1600,ダ,良
12,5,8,エルセンブルグ,牡5,56.0,東原悠善,1:45.3,3.1/2,13,179.7,39.6,大井井上弘之,554(+13),202244012508,2022/01/25,1600,ダ,良
13,1,1,スマイルフェアリー,牝4,54.0,達城龍次,1:46.3,5,8,55.8,42.2,大井月岡健二,486(+38),202244012508,2022/01/25,1600,ダ,良
14,3,4,アブルマドール,牡4,56.0,笹川翼,1:48.8,大,4,6.9,44.8,福田真広,495(+21),202244012508,2022/01/25,1600,ダ,良
1,5,9,イッツソーラッド,牡4,56.0,森泰斗,1:14.0,,1,3.1,38.2,大井荒山勝徳,512(+5),202244012509,2022/01/25,1200,ダ,良
2,6,11,サンビースト,牡5,56.0,的場文男,1:14.2,1,2,4.9,38.9,大井井上弘之,543(-3),202244012509,2022/01/25,1200,ダ,良
3,8,16,ガーネットクロス,セ7,56.0,張田昂,1:14.3,1/2,4,7.8,37.8,大井田中正人,562(0),202244012509,2022/01/25,1200,ダ,良
4,7,14,ハッピーパワポケ,牡5,53.0,▲菅原涼太,1:14.4,クビ,7,15.2,38.6,大井赤嶺本浩,473(+3),202244012509,2022/01/25,1200,ダ,良
5,2,4,セイウンヒュージ,牡5,56.0,藤田凌,1:14.5,クビ,11,38.7,37.6,市村誠,494(-5),202244012509,2022/01/25,1200,ダ,良
6,1,1,フェアウィンド,牝5,54.0,江里口裕,1:14.6,1/2,6,14.4,39.1,大井鷹見浩,500(+3),202244012509,2022/01/25,1200,ダ,良
7,8,15,ビルドアップ,牡4,56.0,和田譲治,1:15.0,2,8,21.7,39.9,大井的場直之,517(+15),202244012509,2022/01/25,1200,ダ,良
8,2,3,キタノユニヴァース,牡5,56.0,矢野貴之,1:15.0,ハナ,5,9.9,37.9,大井佐野謙二,516(-3),202244012509,2022/01/25,1200,ダ,良
9,4,7,ビッグブラザー,牡4,56.0,本田正重,1:15.2,1,12,116.1,38.0,大井栗田泰昌,485(0),202244012509,2022/01/25,1200,ダ,良
10,7,13,グラスクアドラ,牡4,56.0,達城龍次,1:15.2,アタマ,10,23.7,38.0,大井上杉昌宏,446(-1),202244012509,2022/01/25,1200,ダ,良
11,3,5,ジュニパーダンス,牝4,54.0,今野忠成,1:15.6,2,16,319.7,39.5,大井米田英世,436(-2),202244012509,2022/01/25,1200,ダ,良
12,4,8,レーニア,牝4,54.0,山崎誠士,1:15.6,クビ,3,5.4,39.5,大井坂井英光,459(-3),202244012509,2022/01/25,1200,ダ,良
13,3,6,ヴレネリ,牝4,54.0,藤本現暉,1:15.7,クビ,13,130.9,39.0,大井宗形竹見,478(-3),202244012509,2022/01/25,1200,ダ,良
14,6,12,トーセンヴァネッサ,牝4,54.0,澤田龍哉,1:15.8,1/2,15,289.9,38.6,大井須田和伸,450(0),202244012509,2022/01/25,1200,ダ,良
15,5,10,レジェンドジアース,牡4,56.0,本橋孝太,1:15.9,1/2,9,22.0,39.5,大井蛯名雄太,541(-2),202244012509,2022/01/25,1200,ダ,良
16,1,2,ブラボーエイト,牡7,56.0,福原杏,1:16.0,クビ,14,285.3,38.8,大井堀江仁,483(0),202244012509,2022/01/25,1200,ダ,良
1,4,6,トゥースパークル,牡4,56.0,矢野貴之,1:26.9,,1,1.8,38.1,大井藤田輝信,511(+8),202244012510,2022/01/25,1400,ダ,良
2,4,7,トゥーパンクス,牡4,56.0,本橋孝太,1:27.5,3,4,11.9,38.4,大井松浦裕之,493(+2),202244012510,2022/01/25,1400,ダ,良
3,8,15,ツウカイウイング,牡7,56.0,今野忠成,1:27.6,3/4,10,69.0,38.1,大井松浦裕之,463(-3),202244012510,2022/01/25,1400,ダ,良
4,5,8,マイネルロッシュ,牡6,56.0,町田直希,1:27.8,1,7,25.2,38.9,大井宗形竹見,485(0),202244012510,2022/01/25,1400,ダ,良
5,2,3,リコーリュウセイ,牡4,56.0,本田正重,1:27.8,クビ,3,5.5,38.4,大井荒山勝徳,483(-2),202244012510,2022/01/25,1400,ダ,良
6,1,1,ブルーアワー,牝6,54.0,山崎良,1:27.9,1/2,9,40.9,37.5,大井橋本和馬,467(+2),202244012510,2022/01/25,1400,ダ,良
7,3,4,スペラメント,牡5,56.0,笹川翼,1:28.4,2.1/2,5,16.1,38.7,大井福永敏,516(+4),202244012510,2022/01/25,1400,ダ,良
8,6,11,キラカイドウ,セ4,56.0,的場文男,1:28.4,アタマ,11,120.7,38.4,大井上杉昌宏,399(+1),202244012510,2022/01/25,1400,ダ,良
9,6,10,ボルゲリ,牡4,55.0,☆篠谷葵,1:28.5,クビ,12,155.5,39.0,大井佐野謙二,510(0),202244012510,2022/01/25,1400,ダ,良
10,3,5,アムールショコラ,牡4,56.0,森泰斗,1:28.8,1.1/2,2,4.8,40.1,大井荒山勝徳,546(+2),202244012510,2022/01/25,1400,ダ,良
11,5,9,フォルメッシ,牡4,56.0,岡村健司,1:28.9,クビ,13,171.7,39.9,市村誠,458(-2),202244012510,2022/01/25,1400,ダ,良
12,8,14,コスモギンガ,牝5,54.0,保園翔也,1:29.0,1/2,14,310.6,38.3,大井小野寺晋,458(0),202244012510,2022/01/25,1400,ダ,良
13,7,13,ウェイキー,牡4,56.0,和田譲治,1:29.2,1.1/4,6,20.2,39.9,大井宗形竹見,513(-4),202244012510,2022/01/25,1400,ダ,良
14,7,12,キラットアラシ,牝4,54.0,達城龍次,1:29.7,2.1/2,8,35.8,39.5,大井堀千亜樹,462(0),202244012510,2022/01/25,1400,ダ,良
15,2,2,サーストンアクセス,牡9,56.0,藤本現暉,1:30.3,3,15,425.8,40.4,大井佐々木洋,464(+2),202244012510,2022/01/25,1400,ダ,良
1,3,4,ラインブレイカー,牝3,54.0,今野忠成,1:42.7,,6,10.7,39.7,大井荒山勝徳,491(-3),202244012511,2022/01/25,1600,ダ,良
2,6,11,クールフォルテ,牝3,55.0,笹川翼,1:42.8,クビ,1,2.9,39.8,福田真広,482(+5),202244012511,2022/01/25,1600,ダ,良
3,2,2,リンカイテン,牝3,54.0,張田昂,1:43.2,2,9,43.6,38.9,大井橋本和馬,467(0),202244012511,2022/01/25,1600,ダ,良
4,1,1,ヤマイチリリー,牝3,54.0,山崎誠士,1:43.5,1.1/2,5,10.6,39.9,川崎佐藤博紀,490(-8),202244012511,2022/01/25,1600,ダ,良
5,3,5,ティーズハクア,牝3,54.0,達城龍次,1:43.5,ハナ,4,10.0,40.0,船橋山中尊徳,487(-14),202244012511,2022/01/25,1600,ダ,良
6,7,12,レディオスター,牝3,54.0,酒井忍,1:43.6,3/4,3,5.5,40.4,船橋矢野義幸,462(-20),202244012511,2022/01/25,1600,ダ,良
7,8,15,パワースレイヴ,牝3,54.0,江里口裕,1:43.8,3/4,7,37.6,40.4,大井鷹見浩,459(-7),202244012511,2022/01/25,1600,ダ,良
8,6,10,ラブラブパイロ,牝3,54.0,藤本現暉,1:44.3,2.1/2,10,80.8,40.7,大井荒井朋弘,451(-2),202244012511,2022/01/25,1600,ダ,良
9,2,3,レイディガンナー,牝3,54.0,町田直希,1:44.7,2,13,206.9,41.3,大井須田和伸,484(-2),202244012511,2022/01/25,1600,ダ,良
10,4,7,スプレッション,牝3,54.0,本田正重,1:44.8,クビ,8,39.0,40.8,大井村上頼章,443(-3),202244012511,2022/01/25,1600,ダ,良
11,5,9,マリンカカリンカ,牝3,54.0,澤田龍哉,1:44.9,1/2,11,107.6,39.3,船橋坂本昇,430(-6),202244012511,2022/01/25,1600,ダ,良
12,4,6,インザライフ,牝3,54.0,藤田凌,1:45.2,1.1/2,12,144.5,41.4,大井田中正人,431(-3),202244012511,2022/01/25,1600,ダ,良
13,8,14,ブランディング,牝3,54.0,岡村健司,1:45.2,ハナ,15,345.9,40.8,大井堀千亜樹,414(+8),202244012511,2022/01/25,1600,ダ,良
14,5,8,ローズティアラ,牝3,54.0,安藤洋一,1:45.6,2,14,252.1,42.6,大井佐野謙二,496(-13),202244012511,2022/01/25,1600,ダ,良
15,7,13,コスモポポラリタ,牝3,55.0,森泰斗,1:46.1,2.1/2,2,3.0,42.7,大井宗形竹見,498(+6),202244012511,2022/01/25,1600,ダ,良
1,3,6,ナンゴクアイネット,牝7,54.0,張田昂,1:13.2,,9,35.9,36.5,大井三坂盛雄,484(+10),202244012512,2022/01/25,1200,ダ,良
2,7,14,ギシギシ,牡4,56.0,矢野貴之,1:13.4,1.1/4,1,3.8,38.5,大井栗田裕光,501(+8),202244012512,2022/01/25,1200,ダ,良
3,1,2,ゴールデンチョイス,牡6,56.0,達城龍次,1:13.6,3/4,8,27.8,37.8,大井蛯名雄太,472(-6),202244012512,2022/01/25,1200,ダ,良
4,5,9,ドーロカグラ,牡5,56.0,藤本現暉,1:13.7,クビ,3,5.3,38.2,大井蛯名雄太,501(-7),202244012512,2022/01/25,1200,ダ,良
5,4,8,リュウノヘラクレス,牡4,56.0,笹川翼,1:13.8,1/2,5,6.6,38.4,大井鷹見浩,468(-3),202244012512,2022/01/25,1200,ダ,良
6,2,3,セグレートシチー,牡7,56.0,的場文男,1:13.8,アタマ,7,20.5,38.1,大井井上弘之,538(+4),202244012512,2022/01/25,1200,ダ,良
7,5,10,ラッキーカイザー,牡4,56.0,御神本訓,1:13.8,ハナ,2,4.1,38.9,大井鈴木啓之,495(0),202244012512,2022/01/25,1200,ダ,良
8,3,5,フォルトゥーレ,セ6,56.0,藤田凌,1:13.9,クビ,11,65.0,37.8,大井栗田裕光,410(-1),202244012512,2022/01/25,1200,ダ,良
9,6,11,チェリーブリーズ,牝5,54.0,和田譲治,1:13.9,ハナ,16,188.6,37.8,大井久保杉隆,491(+3),202244012512,2022/01/25,1200,ダ,良
